photo_id,url
576324596,https://inaturalist-open-data.s3.amazonaws.com/photos/576324596/medium.jpg
576322707,https://inaturalist-open-data.s3.amazonaws.com/photos/576322707/medium.jpg
576321429,https://static.inaturalist.org/photos/576321429/medium.jpg
576318571,https://inaturalist-open-data.s3.amazonaws.com/photos/576318571/medium.jpg
576314751,https://inaturalist-open-data.s3.amazonaws.com/photos/576314751/medium.jpg
576301590,https://static.inaturalist.org/photos/576301590/medium.jpg
576296556,https://inaturalist-open-data.s3.amazonaws.com/photos/576296556/medium.jpg
576285999,https://static.inaturalist.org/photos/576285999/medium.jpg
576285248,https://static.inaturalist.org/photos/576285248/medium.jpg
576196103,https://inaturalist-open-data.s3.amazonaws.com/photos/576196103/medium.jpg
576159291,https://inaturalist-open-data.s3.amazonaws.com/photos/576159291/medium.jpg
576131704,https://inaturalist-open-data.s3.amazonaws.com/photos/576131704/medium.jpg
576083434,https://inaturalist-open-data.s3.amazonaws.com/photos/576083434/medium.jpg
576040168,https://inaturalist-open-data.s3.amazonaws.com/photos/576040168/medium.jpg
576028011,https://inaturalist-open-data.s3.amazonaws.com/photos/576028011/medium.jpg
576020610,https://inaturalist-open-data.s3.amazonaws.com/photos/576020610/medium.jpg
575995585,https://inaturalist-open-data.s3.amazonaws.com/photos/575995585/medium.jpg
575975735,https://inaturalist-open-data.s3.amazonaws.com/photos/575975735/medium.jpg
575936935,https://inaturalist-open-data.s3.amazonaws.com/photos/575936935/medium.jpg
575914106,https://inaturalist-open-data.s3.amazonaws.com/photos/575914106/medium.jpg
575922263,https://inaturalist-open-data.s3.amazonaws.com/photos/575922263/medium.jpg
575909974,https://inaturalist-open-data.s3.amazonaws.com/photos/575909974/medium.jpg
575905311,https://inaturalist-open-data.s3.amazonaws.com/photos/575905311/medium.jpg
575898959,https://static.inaturalist.org/photos/575898959/medium.jpg
575887252,https://inaturalist-open-data.s3.amazonaws.com/photos/575887252/medium.jpg
575884130,https://inaturalist-open-data.s3.amazonaws.com/photos/575884130/medium.jpg
575877616,https://inaturalist-open-data.s3.amazonaws.com/photos/575877616/medium.jpg
575876274,https://inaturalist-open-data.s3.amazonaws.com/photos/575876274/medium.jpg
575854132,https://inaturalist-open-data.s3.amazonaws.com/photos/575854132/medium.jpg
575858227,https://inaturalist-open-data.s3.amazonaws.com/photos/575858227/medium.jpg
575847093,https://inaturalist-open-data.s3.amazonaws.com/photos/575847093/medium.jpg
575819534,https://inaturalist-open-data.s3.amazonaws.com/photos/575819534/medium.jpg
575798933,https://inaturalist-open-data.s3.amazonaws.com/photos/575798933/medium.jpg
575793959,https://inaturalist-open-data.s3.amazonaws.com/photos/575793959/medium.jpg
575717216,https://inaturalist-open-data.s3.amazonaws.com/photos/575717216/medium.jpg
575706575,https://inaturalist-open-data.s3.amazonaws.com/photos/575706575/medium.jpg
575583960,https://inaturalist-open-data.s3.amazonaws.com/photos/575583960/medium.jpg
575562888,https://static.inaturalist.org/photos/575562888/medium.jpg
575562412,https://inaturalist-open-data.s3.amazonaws.com/photos/575562412/medium.jpg
575549383,https://static.inaturalist.org/photos/575549383/medium.jpg
575538214,https://static.inaturalist.org/photos/575538214/medium.jpg
