photo_id,url
576322878,https://static.inaturalist.org/photos/576322878/medium.jpg
576312653,https://inaturalist-open-data.s3.amazonaws.com/photos/576312653/medium.jpg
576311304,https://static.inaturalist.org/photos/576311304/medium.jpg
576309494,https://static.inaturalist.org/photos/576309494/medium.jpg
576307776,https://inaturalist-open-data.s3.amazonaws.com/photos/576307776/medium.jpg
576305388,https://static.inaturalist.org/photos/576305388/medium.jpg
576284113,https://inaturalist-open-data.s3.amazonaws.com/photos/576284113/medium.jpg
576281901,https://inaturalist-open-data.s3.amazonaws.com/photos/576281901/medium.jpg
576271629,https://static.inaturalist.org/photos/576271629/medium.jpg
576268747,https://static.inaturalist.org/photos/576268747/medium.jpg
576249323,https://inaturalist-open-data.s3.amazonaws.com/photos/576249323/medium.jpg
576243776,https://inaturalist-open-data.s3.amazonaws.com/photos/576243776/medium.jpg
576234143,https://inaturalist-open-data.s3.amazonaws.com/photos/576234143/medium.jpg
576197431,https://inaturalist-open-data.s3.amazonaws.com/photos/576197431/medium.jpg
576194129,https://static.inaturalist.org/photos/576194129/medium.jpg
576160313,https://static.inaturalist.org/photos/576160313/medium.jpg
576150718,https://inaturalist-open-data.s3.amazonaws.com/photos/576150718/medium.jpg
576141796,https://inaturalist-open-data.s3.amazonaws.com/photos/576141796/medium.jpg
576134336,https://inaturalist-open-data.s3.amazonaws.com/photos/576134336/medium.jpg
576134067,https://inaturalist-open-data.s3.amazonaws.com/photos/576134067/medium.jpg
576118227,https://static.inaturalist.org/photos/576118227/medium.jpg
576111483,https://static.inaturalist.org/photos/576111483/medium.jpg
576106682,https://inaturalist-open-data.s3.amazonaws.com/photos/576106682/medium.jpg
576093532,https://inaturalist-open-data.s3.amazonaws.com/photos/576093532/medium.jpg
576092996,https://inaturalist-open-data.s3.amazonaws.com/photos/576092996/medium.jpg
576091422,https://static.inaturalist.org/photos/576091422/medium.jpg
576052131,https://inaturalist-open-data.s3.amazonaws.com/photos/576052131/medium.jpg
576052126,https://inaturalist-open-data.s3.amazonaws.com/photos/576052126/medium.jpg
576041088,https://inaturalist-open-data.s3.amazonaws.com/photos/576041088/medium.jpg
576034386,https://inaturalist-open-data.s3.amazonaws.com/photos/576034386/medium.jpg
576030567,https://inaturalist-open-data.s3.amazonaws.com/photos/576030567/medium.jpg
576025447,https://static.inaturalist.org/photos/576025447/medium.jpg
576006997,https://inaturalist-open-data.s3.amazonaws.com/photos/576006997/medium.jpg
575996775,https://inaturalist-open-data.s3.amazonaws.com/photos/575996775/medium.jpg
575993884,https://inaturalist-open-data.s3.amazonaws.com/photos/575993884/medium.jpg
575991932,https://inaturalist-open-data.s3.amazonaws.com/photos/575991932/medium.jpg
575984915,https://inaturalist-open-data.s3.amazonaws.com/photos/575984915/medium.jpg
